Data Request:BPS Energy Report Request Template,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72,...73,...74,...75,...76,...77,...78,...79,...80,...81,...82,...83,...84,...85,...86,...87,...88,...89,...90,...91,...92,...93,...94,...95,...96,...97
28034396,Sherbourne Common Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,61 DOCKSIDE DR,Toronto,M5A 1B4,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Possible Issue,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524359976851,45106.526030092595
28034397,Sherbourne Subway Stn,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,429 BLOOR ST E,Toronto,M4W 3R4,0,Transportation Terminal/Station,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,383170.3,1379.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,1379.4,2703.5,Not Available,Not Available,Not Available,Not Available,Not Available,11.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Transportation Terminal/Station (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524357326387,45106.526030092595
28034398,Sherwood Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,190 SHERWOOD AVE,Toronto,M4P 2A9,29.4,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Possible Issue,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (29.4),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524250555558,45106.526030092595
28034399,Sidney Belsey Cres,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,Sidney Belsey Cres,Toronto,M6M 5H9,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,70,Weekly average hours,4692.5,16.899999999999999,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,16.899999999999999,33.1,Not Available,Not Available,Not Available,Not Available,Not Available,0.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524268356479,45106.526030092595
28034400,Silver Birch Ave Sewage Pumping Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,1 SILVER BIRCH AVE,Toronto,M4E 3K8,0.1,Wastewater Treatment Plant,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,2469.4,8.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,8.9,17.399999999999999,95.68,187.54,Not Available,Not Available,Not Available,0.1,770.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:12 AM EDT,Not Available,Wastewater Treatment Plant (0.1),Wastewater Treatment Plant,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524310949077,45106.526030092595
28034401,Silvio Colella Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,20 LAURA RD,North York,M3N 1Z6,20.100000000000001,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (20.1),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524351365741,45106.526030092595
28034402,Sir Adam Beck C.C.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,525 HORNER AVE,Etobicoke,M8W 2B9,682,Social/Meeting Hall,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,36269.1,130.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Social/Meeting Hall (682.0),Social/Meeting Hall,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524340150463,45106.526030092595
28034403,Sir Adam Beck Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,55 ELTHAM DR,Etobicoke,M8W 2J1,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,5672.8,20.399999999999999,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,20.399999999999999,40,Not Available,Not Available,Not Available,Not Available,Not Available,0.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524339664349,45106.526030092595
28034404,Sir Adam Beck Rink,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,6 ORIANNA DR,Etobicoke,M8W 4Y1,29.5,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,177480.3,638.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (29.5),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.52433270833,45106.526030092595
28034405,Sir Winston Churchill Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,301 ST CLAIR AVE W,Toronto,M4V 1S4,30.8,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,2126.4,224.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Possible Issue,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (30.8),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524307141204,45106.526030092595
28034406,Sisken Trail Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,157 Staines Rd,Scarborough,M1X 1V3,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,1111.8,4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,4,7.8,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.52426471065,45106.526030092595
28034407,Six Points Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,10 Viking Lane,Etobicoke,M9B 6L9,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524333356479,45106.526030092595
28034408,Sixth St Garage,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,297 Sixth St,Etobicoke,M8V 3A8,650,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,70,Weekly average hours,7566.7,27.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (650.0),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524293310184,45106.526030092595
28034409,Smithfield Park Outdoor Pool,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,173 MOUNT OLIVE DR,Etobicoke,M9V 2E3,29.2,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (29.2),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524320011573,45106.526030092595
28034410,Smythe Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,SCARLETT RD,Toronto,M6N 2K6,29.6,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,76140.100000000006,274.10000000000002,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (29.6),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524264594904,45106.526030092595
28034411,Snow Melter Cisa,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,4080 Yonge Street,North York,M2P 1N9,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524331192129,45106.526030092595
28034412,Snow Storage Facility,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,207 NEW TORONTO ST,Etobicoke,M8V 2E8,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524293148148,45106.526030092595
28034413,Sorauren Avenue Park Fieldhouse,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,50 Wabash Ave.,Toronto,M6R 1N2,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524351817126,45106.526030092595
28034414,South District Office & Workshop,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,149 RIVER ST,Toronto,M5A 3P8,1253,Office,1,City of Toronto,Organization Name,Municipality,Sub-sector,70,Weekly average hours,110802.6,398.9,8199.7000000000007,865.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,1264,1655.6,1.01,1.32,Not Available,Not Available,Not Available,46.7,37.299999999999997,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Office (1253.0),Office,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524273009258,45106.526030092595
28034415,Southern Linear Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,350 Lakeshore Blvd W,Toronto,M5V 3V7,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Possible Issue,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.52427765046,45106.526030092595
28034416,Southport St Sewage Pumping Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,5 SOUTHPORT ST,Toronto,M6S 4W7,0,Wastewater Treatment Plant,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:12 AM EDT,Not Available,Wastewater Treatment Plant (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524267581015,45106.526030092595
28034417,Spadina House Museum,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,285 SPADINA RD,Toronto,M5R 2V5,2563,Other - Entertainment/Public Assembly,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,102494.3,369,20076.599999999999,2118.1999999999998,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,2487.1999999999998,2862.5,0.97,1.1200000000000001,Not Available,Not Available,Not Available,109.5,42.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Other - Entertainment/Public Assembly (2563.0),Other - Entertainment/Public Assembly,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.52438505787,45106.526030092595
28034418,Spadina Marina Museum,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,537 QUEENS QUAY W,Toronto,M5V 3G3,1665,Other - Entertainment/Public Assembly,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,98990.5,356.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,356.4,698.4,0.21,0.42,Not Available,Not Available,Not Available,2.9,1.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Other - Entertainment/Public Assembly (1665.0),Other - Entertainment/Public Assembly,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524361747688,45106.526030092595
28034419,Spadina North Subway Stn,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,85 SPADINA RD,Toronto,M5R 2T1,0,Transportation Terminal/Station,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,354256.6,1275.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,1275.3,2499.5,Not Available,Not Available,Not Available,Not Available,Not Available,10.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Transportation Terminal/Station (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524313541668,45106.526030092595
